year,district,d_percent,r_percent,other_percent,total_votes
1952,AL-01,57.76,42.24,0.0,45915.0
1952,AL-02,63.19,36.81,0.0,48972.0
1952,AL-03,72.23,27.77,0.0,36062.0
1952,AL-04,64.14,35.86,0.0,41456.0
1952,AL-05,72.69,27.31,0.0,55867.0
1952,AL-06,61.27,38.73,0.0,31041.0
1952,AL-07,62.58,37.42,0.0,46803.0
1952,AL-08,79.55,20.45,0.0,48313.0
1952,AL-09,54.16,45.84,0.0,70365.0
1952,AR-01,60.83,39.17,0.0,60089.0
1952,AR-02,61.16,38.84,0.0,41719.0
1952,AR-03,42.83,57.17,0.0,90723.0
1952,AR-04,63.71,36.29,0.0,73375.0
1952,AR-05,52.21,47.79,0.0,70497.0
1952,AR-06,60.45,39.55,0.0,69188.0
1952,AZ-01,39.43,60.57,0.0,127534.0
1952,AZ-02,43.78,56.22,0.0,133036.0
1952,CA-01,35.46,64.54,0.0,175263.0
1952,CA-02,41.72,58.28,0.0,149971.0
1952,CA-03,48.29,51.71,0.0,177970.0
1952,CA-04,38.33,61.67,0.0,197619.0
1952,CA-05,57.86,42.14,0.0,158194.0
1952,CA-06,52.42,47.58,0.0,180538.0
1952,CA-07,46.73,53.27,0.0,162243.0
1952,CA-08,48.02,51.98,0.0,204911.0
1952,CA-09,36.66,63.34,0.0,138582.0
1952,CA-10,38.82,61.18,0.0,186290.0
1952,CA-11,44.05,55.95,0.0,128904.0
1952,CA-12,50.38,49.62,0.0,142722.0
1952,CA-13,38.71,61.29,0.0,161349.0
1952,CA-14,44.75,55.25,0.0,146131.0
1952,CA-15,42.85,57.15,0.0,188942.0
1952,CA-16,35.42,64.58,0.0,130607.0
1952,CA-17,48.2,51.8,0.0,212492.0
1952,CA-18,41.25,58.75,0.0,163891.0
1952,CA-19,61.36,38.64,0.0,163566.0
1952,CA-20,28.47,71.53,0.0,129750.0
1952,CA-21,36.68,63.32,0.0,211697.0
1952,CA-22,36.78,63.22,0.0,139333.0
1952,CA-23,55.23,44.77,0.0,185097.0
1952,CA-24,39.92,60.08,0.0,149817.0
1952,CA-25,34.22,65.78,0.0,212871.0
1952,CA-26,60.15,39.85,0.0,216266.0
1952,CA-27,42.49,57.51,0.0,128536.0
1952,CA-28,30.87,69.13,0.0,177900.0
1952,CA-29,35.28,64.72,0.0,91685.0
1952,CA-30,37.98,62.02,0.0,209339.0
1952,CO-01,43.5,56.5,0.0,212029.0
1952,CO-02,34.36,65.64,0.0,184956.0
1952,CO-03,41.03,58.97,0.0,148997.0
1952,CO-04,36.03,63.97,0.0,79304.0
1952,CT-00,44.08,55.92,0.0,1096911.0
1952,CT-01,49.36,50.64,0.0,296883.0
1952,CT-02,43.99,56.01,0.0,163806.0
1952,CT-03,44.16,55.84,0.0,210364.0
1952,CT-04,38.88,61.12,0.0,273681.0
1952,CT-05,43.08,56.92,0.0,147927.0
1952,DE-00,48.06,51.94,0.0,173374.0
1952,FL-01,38.12,61.88,0.0,158118.0
1952,FL-02,51.7,48.3,0.0,108607.0
1952,FL-03,73.35,26.65,0.0,96136.0
1952,FL-04,43.91,56.09,0.0,223080.0
1952,FL-05,37.05,62.95,0.0,137354.0
1952,FL-06,34.48,65.52,0.0,113860.0
1952,FL-07,43.27,56.73,0.0,80158.0
1952,FL-08,57.71,42.29,0.0,56339.0
1952,GA-01,62.3,37.7,0.0,66415.0
1952,GA-02,74.14,25.86,0.0,46541.0
1952,GA-03,72.56,27.44,0.0,59317.0
1952,GA-04,82.64,17.36,0.0,56658.0
1952,GA-05,59.47,40.53,0.0,126095.0
1952,GA-06,73.96,26.04,0.0,48891.0
1952,GA-07,69.16,30.84,0.0,77824.0
1952,GA-08,73.29,26.71,0.0,55055.0
1952,GA-09,70.53,29.47,0.0,57305.0
1952,GA-10,71.4,28.6,0.0,57185.0
1952,IA-01,36.48,63.52,0.0,173774.0
1952,IA-02,36.92,63.08,0.0,199814.0
1952,IA-03,33.63,66.37,0.0,164553.0
1952,IA-04,40.32,59.68,0.0,126778.0
1952,IA-05,41.29,58.71,0.0,172273.0
1952,IA-06,34.71,65.29,0.0,142940.0
1952,IA-07,32.56,67.44,0.0,127311.0
1952,IA-08,31.21,68.79,0.0,138890.0
1952,ID-01,38.95,61.05,0.0,112936.0
1952,ID-02,31.37,68.63,0.0,162852.0
1952,IL-01,74.59,25.41,0.0,133029.0
1952,IL-02,50.91,49.09,0.0,186427.0
1952,IL-03,44.97,55.03,0.0,191733.0
1952,IL-04,44.08,55.92,0.0,236323.0
1952,IL-05,61.42,38.58,0.0,161418.0
1952,IL-06,61.08,38.92,0.0,177441.0
1952,IL-07,68.85,31.15,0.0,163486.0
1952,IL-08,58.08,41.92,0.0,152556.0
1952,IL-09,48.7,51.3,0.0,168593.0
1952,IL-10,35.25,64.75,0.0,216842.0
1952,IL-11,42.02,57.98,0.0,177357.0
1952,IL-12,44.82,55.18,0.0,208122.0
1952,IL-13,29.56,70.44,0.0,266979.0
1952,IL-14,27.34,72.66,0.0,196675.0
1952,IL-15,37.49,62.51,0.0,168215.0
1952,IL-16,33.67,66.33,0.0,172800.0
1952,IL-17,35.24,64.76,0.0,171252.0
1952,IL-18,39.46,60.54,0.0,155690.0
1952,IL-19,38.78,61.22,0.0,160695.0
1952,IL-20,39.09,60.91,0.0,139269.0
1952,IL-21,44.69,55.31,0.0,186580.0
1952,IL-22,38.93,61.07,0.0,154051.0
1952,IL-23,40.93,59.07,0.0,162559.0
1952,IL-24,59.39,40.61,0.0,186964.0
1952,IL-25,44.41,55.59,0.0,163886.0
1952,IN-01,55.05,44.95,0.0,164794.0
1952,IN-02,32.09,67.91,0.0,150415.0
1952,IN-03,43.52,56.48,0.0,197200.0
1952,IN-04,34.11,65.89,0.0,149370.0
1952,IN-05,41.62,58.38,0.0,199968.0
1952,IN-06,41.23,58.77,0.0,156433.0
1952,IN-07,42.99,57.01,0.0,154074.0
1952,IN-08,44.27,55.73,0.0,188559.0
1952,IN-09,41.13,58.87,0.0,132527.0
1952,IN-10,38.84,61.16,0.0,173596.0
1952,IN-11,39.28,60.72,0.0,270853.0
1952,KS-01,28.73,71.27,0.0,144664.0
1952,KS-02,38.67,61.33,0.0,173620.0
1952,KS-03,35.55,64.45,0.0,105415.0
1952,KS-04,28.49,71.51,0.0,219697.0
1952,KS-05,28.49,71.51,0.0,131101.0
1952,KS-06,23.62,76.38,0.0,115101.0
1952,KY-01,64.71,35.29,0.0,106711.0
1952,KY-02,48.76,51.24,0.0,107237.0
1952,KY-03,45.18,54.82,0.0,180711.0
1952,KY-04,52.46,47.54,0.0,87225.0
1952,KY-05,49.58,50.42,0.0,114038.0
1952,KY-06,53.68,46.32,0.0,132398.0
1952,KY-07,54.66,45.34,0.0,147333.0
1952,KY-08,33.75,66.25,0.0,115105.0
1952,LA-01,51.69,48.31,0.0,109066.0
1952,LA-02,51.51,48.49,0.0,121038.0
1952,LA-03,51.99,48.01,0.0,64095.0
1952,LA-04,40.16,59.84,0.0,71123.0
1952,LA-05,53.88,46.12,0.0,61401.0
1952,LA-06,58.7,41.3,0.0,96031.0
1952,LA-07,57.13,42.87,0.0,68573.0
1952,LA-08,59.26,40.74,0.0,60440.0
1952,MA-01,42.11,57.89,0.0,155549.0
1952,MA-02,46.04,53.96,0.0,172041.0
1952,MA-03,32.22,67.78,0.0,119004.0
1952,MA-04,42.74,57.26,0.0,175221.0
1952,MA-05,40.21,59.79,0.0,194691.0
1952,MA-06,38.14,61.86,0.0,162882.0
1952,MA-07,58.41,41.59,0.0,145553.0
1952,MA-08,41.5,58.5,0.0,175152.0
1952,MA-09,36.63,63.37,0.0,179853.0
1952,MA-10,43.82,56.18,0.0,198909.0
1952,MA-11,62.84,37.16,0.0,138166.0
1952,MA-12,65.62,34.38,0.0,147093.0
1952,MA-13,38.22,61.78,0.0,193395.0
1952,MA-14,41.54,58.46,0.0,173701.0
1952,MD-01,42.58,57.42,0.0,80463.0
1952,MD-02,36.62,63.38,0.0,164450.0
1952,MD-03,61.76,38.24,0.0,93291.0
1952,MD-04,46.29,53.71,0.0,109271.0
1952,MD-05,42.92,57.08,0.0,141875.0
1952,MD-06,38.67,61.33,0.0,169885.0
1952,MD-07,48.69,51.31,0.0,135780.0
1952,ME-01,35.35,64.65,0.0,141338.0
1952,ME-02,35.27,64.73,0.0,118751.0
1952,ME-03,29.6,70.4,0.0,91070.0
1952,MI-01,80.88,19.12,0.0,144840.0
1952,MI-02,33.32,66.68,0.0,158721.0
1952,MI-03,32.47,67.53,0.0,154618.0
1952,MI-04,31.51,68.49,0.0,133502.0
1952,MI-05,35.06,64.94,0.0,157031.0
1952,MI-06,40.47,59.53,0.0,207477.0
1952,MI-07,35.68,64.32,0.0,169342.0
1952,MI-08,30.7,69.3,0.0,135095.0
1952,MI-09,37.2,62.8,0.0,116490.0
1952,MI-10,30.61,69.39,0.0,102747.0
1952,MI-11,36.65,63.35,0.0,95757.0
1952,MI-12,46.24,53.76,0.0,83430.0
1952,MI-13,62.83,37.17,0.0,139891.0
1952,MI-14,48.99,51.01,0.0,224396.0
1952,MI-15,62.72,37.28,0.0,167734.0
1952,MI-16,56.68,43.32,0.0,222626.0
1952,MI-17,42.42,57.58,0.0,178920.0
1952,MI-18,39.01,60.99,0.0,189374.0
1952,MN-01,33.87,66.13,0.0,148799.0
1952,MN-02,32.93,67.07,0.0,147205.0
1952,MN-03,49.09,50.91,0.0,214586.0
1952,MN-04,55.21,44.79,0.0,169876.0
1952,MN-05,43.27,56.73,0.0,166588.0
1952,MN-06,38.21,61.79,0.0,135214.0
1952,MN-07,38.8,61.2,0.0,136414.0
1952,MN-08,61.08,38.92,0.0,140774.0
1952,MN-09,42.58,57.42,0.0,112213.0
1952,MO-01,59.82,40.18,0.0,205303.0
1952,MO-02,43.68,56.32,0.0,222904.0
1952,MO-03,65.51,34.49,0.0,169972.0
1952,MO-04,45.02,54.98,0.0,184356.0
1952,MO-05,53.29,46.71,0.0,163019.0
1952,MO-06,44.16,55.84,0.0,172775.0
1952,MO-07,35.14,64.86,0.0,190149.0
1952,MO-08,49.42,50.58,0.0,133627.0
1952,MO-09,47.82,52.18,0.0,183384.0
1952,MO-10,54.56,45.44,0.0,120150.0
1952,MO-11,44.68,55.32,0.0,149331.0
1952,MS-01,67.35,32.65,0.0,51659.0
1952,MS-02,72.03,27.97,0.0,35244.0
1952,MS-03,50.07,49.93,0.0,29950.0
1952,MS-04,48.82,51.18,0.0,58903.0
1952,MS-05,68.35,31.65,0.0,45011.0
1952,MS-06,58.47,41.53,0.0,64765.0
1952,MT-01,42.43,57.57,0.0,113900.0
1952,MT-02,38.66,61.34,0.0,149707.0
1952,NC-01,76.35,23.65,0.0,52139.0
1952,NC-02,81.24,18.76,0.0,57291.0
1952,NC-03,64.07,35.93,0.0,63068.0
1952,NC-04,62.09,37.91,0.0,109783.0
1952,NC-05,55.9,44.1,0.0,109331.0
1952,NC-06,52.64,47.36,0.0,126295.0
1952,NC-07,60.06,39.94,0.0,82379.0
1952,NC-08,51.09,48.91,0.0,116991.0
1952,NC-09,41.91,58.09,0.0,134482.0
1952,NC-10,41.0,59.0,0.0,146142.0
1952,NC-11,49.99,50.01,0.0,100225.0
1952,NC-12,48.47,51.53,0.0,112784.0
1952,ND-00,28.57,71.43,0.0,268406.0
1952,NE-01,28.41,71.59,0.0,173340.0
1952,NE-02,41.68,58.32,0.0,154392.0
1952,NE-03,26.72,73.28,0.0,137391.0
1952,NE-04,26.12,73.88,0.0,144537.0
1952,NH-01,41.3,58.7,0.0,144878.0
1952,NH-02,36.56,63.44,0.0,128072.0
1952,NJ-01,50.87,49.13,0.0,222806.0
1952,NJ-02,41.51,58.49,0.0,132162.0
1952,NJ-03,37.14,62.86,0.0,198320.0
1952,NJ-04,50.8,49.2,0.0,163858.0
1952,NJ-05,37.63,62.37,0.0,223000.0
1952,NJ-06,38.93,61.07,0.0,201221.0
1952,NJ-07,31.46,68.54,0.0,203629.0
1952,NJ-08,44.26,55.74,0.0,159810.0
1952,NJ-09,32.36,67.64,0.0,197472.0
1952,NJ-10,45.7,54.3,0.0,138522.0
1952,NJ-11,46.88,53.12,0.0,131462.0
1952,NJ-12,44.45,55.55,0.0,158975.0
1952,NJ-13,55.21,44.79,0.0,133006.0
1952,NJ-14,48.12,51.88,0.0,128651.0
1952,NM-00,44.43,55.57,0.0,237831.0
1952,NV-00,38.55,61.45,0.0,82190.0
1952,NY-01,25.53,74.47,0.0,190926.0
1952,NY-02,28.66,71.34,0.0,197874.0
1952,NY-03,31.41,68.59,0.0,201393.0
1952,NY-04,36.42,63.58,0.0,205331.0
1952,NY-05,38.34,61.66,0.0,163807.0
1952,NY-06,48.38,51.62,0.0,213844.0
1952,NY-07,43.19,56.81,0.0,173354.0
1952,NY-08,61.23,38.77,0.0,119985.0
1952,NY-09,58.81,41.19,0.0,138189.0
1952,NY-10,67.77,32.23,0.0,157637.0
1952,NY-11,73.87,26.13,0.0,173690.0
1952,NY-12,44.59,55.41,0.0,157089.0
1952,NY-13,68.43,31.57,0.0,167256.0
1952,NY-14,57.81,42.19,0.0,138973.0
1952,NY-15,32.28,67.72,0.0,170234.0
1952,NY-16,82.57,17.43,0.0,100379.0
1952,NY-17,41.62,58.38,0.0,151241.0
1952,NY-18,55.47,44.53,0.0,97303.0
1952,NY-19,65.28,34.72,0.0,117624.0
1952,NY-20,58.95,41.05,0.0,137783.0
1952,NY-21,62.31,37.69,0.0,141855.0
1952,NY-22,70.91,29.09,0.0,158558.0
1952,NY-23,77.02,22.98,0.0,123499.0
1952,NY-24,62.53,37.47,0.0,179140.0
1952,NY-25,42.1,57.9,0.0,173177.0
1952,NY-26,32.16,67.84,0.0,176771.0
1952,NY-27,32.42,67.58,0.0,189731.0
1952,NY-28,30.18,69.82,0.0,159743.0
1952,NY-29,28.44,71.56,0.0,170405.0
1952,NY-30,45.41,54.59,0.0,187986.0
1952,NY-31,27.57,72.43,0.0,166151.0
1952,NY-32,32.12,67.88,0.0,169135.0
1952,NY-33,30.78,69.22,0.0,149399.0
1952,NY-34,36.17,63.83,0.0,169737.0
1952,NY-35,34.93,65.07,0.0,183290.0
1952,NY-36,26.55,73.45,0.0,161363.0
1952,NY-37,27.99,72.01,0.0,192823.0
1952,NY-38,39.07,60.93,0.0,191198.0
1952,NY-39,35.39,64.61,0.0,162207.0
1952,NY-40,40.78,59.22,0.0,178727.0
1952,NY-41,45.07,54.93,0.0,176178.0
1952,NY-42,43.16,56.84,0.0,186747.0
1952,NY-43,31.28,68.72,0.0,142580.0
1952,OH-01,39.31,60.69,0.0,173072.0
1952,OH-02,41.47,58.53,0.0,175262.0
1952,OH-03,46.42,53.58,0.0,238285.0
1952,OH-04,35.1,64.9,0.0,148851.0
1952,OH-05,31.78,68.22,0.0,123872.0
1952,OH-06,43.11,56.89,0.0,146824.0
1952,OH-07,37.4,62.6,0.0,150312.0
1952,OH-08,31.53,68.47,0.0,121407.0
1952,OH-09,48.29,51.71,0.0,188533.0
1952,OH-10,39.4,60.6,0.0,109153.0
1952,OH-11,42.2,57.8,0.0,169282.0
1952,OH-12,39.75,60.25,0.0,230514.0
1952,OH-13,37.21,62.79,0.0,120047.0
1952,OH-14,49.5,50.5,0.0,209115.0
1952,OH-15,37.66,62.34,0.0,102818.0
1952,OH-16,41.68,58.32,0.0,191400.0
1952,OH-17,34.1,65.9,0.0,145346.0
1952,OH-18,51.01,48.99,0.0,153045.0
1952,OH-19,58.56,41.44,0.0,159052.0
1952,OH-20,52.71,47.29,0.0,183467.0
1952,OH-21,67.32,32.68,0.0,171148.0
1952,OH-22,43.99,56.01,0.0,159246.0
1952,OH-23,30.58,69.42,0.0,140566.0
1952,OK-01,34.83,65.17,0.0,210696.0
1952,OK-02,48.62,51.38,0.0,159541.0
1952,OK-03,62.93,37.07,0.0,95506.0
1952,OK-04,47.93,52.07,0.0,116286.0
1952,OK-05,43.51,56.49,0.0,208295.0
1952,OK-06,46.34,53.66,0.0,158660.0
1952,OR-01,35.74,64.26,0.0,190558.0
1952,OR-02,37.67,62.33,0.0,101800.0
1952,OR-03,44.68,55.32,0.0,239720.0
1952,OR-04,35.78,64.22,0.0,159316.0
1952,PA-01,66.66,33.34,0.0,132964.0
1952,PA-02,60.96,39.04,0.0,171938.0
1952,PA-03,57.31,42.69,0.0,141962.0
1952,PA-04,69.73,30.27,0.0,130768.0
1952,PA-05,53.39,46.61,0.0,193707.0
1952,PA-06,48.08,51.92,0.0,182945.0
1952,PA-07,38.23,61.77,0.0,210059.0
1952,PA-08,40.03,59.97,0.0,143230.0
1952,PA-09,32.28,67.72,0.0,153790.0
1952,PA-10,44.72,55.28,0.0,168935.0
1952,PA-11,44.93,55.07,0.0,161546.0
1952,PA-12,39.66,60.34,0.0,133074.0
1952,PA-13,33.24,66.76,0.0,173600.0
1952,PA-14,47.0,53.0,0.0,97594.0
1952,PA-15,46.68,53.32,0.0,114240.0
1952,PA-16,35.02,64.98,0.0,138050.0
1952,PA-17,34.24,65.76,0.0,129450.0
1952,PA-18,35.22,64.78,0.0,120714.0
1952,PA-19,41.47,58.53,0.0,139768.0
1952,PA-20,37.44,62.56,0.0,100476.0
1952,PA-21,57.61,42.39,0.0,138991.0
1952,PA-22,50.91,49.09,0.0,148537.0
1952,PA-23,31.94,68.06,0.0,109026.0
1952,PA-24,41.62,58.38,0.0,161602.0
1952,PA-25,48.17,51.83,0.0,154857.0
1952,PA-26,60.94,39.06,0.0,180124.0
1952,PA-27,43.89,56.11,0.0,189169.0
1952,PA-28,57.85,42.15,0.0,168534.0
1952,PA-29,41.18,58.82,0.0,185366.0
1952,PA-30,61.65,38.35,0.0,181322.0
1952,RI-01,50.09,49.91,0.0,196017.0
1952,RI-02,48.17,51.83,0.0,218213.0
1952,SC-01,36.26,63.74,0.0,49389.0
1952,SC-02,40.94,59.06,0.0,59420.0
1952,SC-03,64.69,35.31,0.0,47517.0
1952,SC-04,59.65,40.35,0.0,77732.0
1952,SC-05,63.2,36.8,0.0,46174.0
1952,SC-06,48.9,51.1,0.0,50087.0
1952,SD-01,31.05,68.95,0.0,226332.0
1952,SD-02,29.73,70.27,0.0,67724.0
1952,TN-01,30.19,69.81,0.0,123909.0
1952,TN-02,37.03,62.97,0.0,141221.0
1952,TN-03,45.46,54.54,0.0,100836.0
1952,TN-04,60.55,39.45,0.0,100533.0
1952,TN-05,58.94,41.06,0.0,87478.0
1952,TN-06,66.88,33.12,0.0,83015.0
1952,TN-07,52.73,47.27,0.0,61930.0
1952,TN-08,66.3,33.7,0.0,53986.0
1952,TN-09,52.41,47.59,0.0,136949.0
1952,TX-00,46.77,53.23,0.0,2075946.0
1952,TX-01,59.5,40.5,0.0,66639.0
1952,TX-02,56.33,43.67,0.0,109674.0
1952,TX-03,49.26,50.74,0.0,74135.0
1952,TX-04,57.74,42.26,0.0,55734.0
1952,TX-05,36.99,63.01,0.0,187612.0
1952,TX-06,61.0,39.0,0.0,57773.0
1952,TX-07,54.47,45.53,0.0,57385.0
1952,TX-08,42.32,57.68,0.0,254269.0
1952,TX-09,46.01,53.99,0.0,117277.0
1952,TX-10,50.76,49.24,0.0,77787.0
1952,TX-11,57.35,42.65,0.0,65598.0
1952,TX-12,43.46,56.54,0.0,128166.0
1952,TX-13,51.62,48.38,0.0,84478.0
1952,TX-14,48.78,51.22,0.0,110296.0
1952,TX-15,44.52,55.48,0.0,78267.0
1952,TX-16,40.65,59.35,0.0,83236.0
1952,TX-17,45.72,54.28,0.0,68454.0
1952,TX-18,40.93,59.07,0.0,99045.0
1952,TX-19,49.85,50.15,0.0,103294.0
1952,TX-20,43.46,56.54,0.0,115651.0
1952,TX-21,38.41,61.59,0.0,78238.0
1952,UT-01,39.94,60.06,0.0,127911.0
1952,UT-02,41.8,58.2,0.0,201643.0
1952,VA-01,47.78,52.22,0.0,52692.0
1952,VA-02,52.05,47.95,0.0,51097.0
1952,VA-03,38.96,61.04,0.0,74315.0
1952,VA-04,53.54,46.46,0.0,50992.0
1952,VA-05,46.36,53.64,0.0,55216.0
1952,VA-06,37.18,62.82,0.0,75003.0
1952,VA-07,35.59,64.41,0.0,55255.0
1952,VA-08,42.37,57.63,0.0,53842.0
1952,VA-09,46.94,53.06,0.0,74397.0
1952,VA-10,39.73,60.27,0.0,74905.0
1952,VT-00,28.32,71.68,0.0,153072.0
1952,WA-00,45.13,54.87,0.0,1102708.0
1952,WA-01,46.92,53.08,0.0,257977.0
1952,WA-02,44.92,55.08,0.0,181115.0
1952,WA-03,46.22,53.78,0.0,147363.0
1952,WA-04,38.23,61.77,0.0,145770.0
1952,WA-05,43.55,56.45,0.0,154629.0
1952,WA-06,49.03,50.97,0.0,199293.0
1952,WI-01,40.27,59.73,0.0,171172.0
1952,WI-02,39.14,60.86,0.0,186120.0
1952,WI-03,30.96,69.04,0.0,133483.0
1952,WI-04,51.73,48.27,0.0,205296.0
1952,WI-05,44.94,55.06,0.0,218655.0
1952,WI-06,31.33,68.67,0.0,147058.0
1952,WI-07,32.23,67.77,0.0,135424.0
1952,WI-08,33.73,66.27,0.0,151378.0
1952,WI-09,35.43,64.57,0.0,130219.0
1952,WI-10,42.14,57.86,0.0,113114.0
1952,WV-01,51.84,48.16,0.0,136220.0
1952,WV-02,48.03,51.97,0.0,129617.0
1952,WV-03,51.48,48.52,0.0,134464.0
1952,WV-04,44.36,55.64,0.0,153514.0
1952,WV-05,60.09,39.91,0.0,130864.0
1952,WV-06,55.46,44.54,0.0,188869.0
1952,WY-00,37.16,62.84,0.0,128981.0
1956,AL-01,51.34,48.66,0.0,52171.0
1956,AL-02,57.47,42.53,0.0,49148.0
1956,AL-03,69.18,30.82,0.0,37303.0
1956,AL-04,58.75,41.25,0.0,45033.0
1956,AL-05,64.81,35.19,0.0,64690.0
1956,AL-06,56.19,43.81,0.0,32052.0
1956,AL-07,54.84,45.16,0.0,55198.0
1956,AL-08,76.3,23.7,0.0,58644.0
1956,AL-09,46.91,53.09,0.0,82299.0
1956,AR-01,59.25,40.75,0.0,57344.0
1956,AR-02,59.43,40.57,0.0,41236.0
1956,AR-03,43.3,56.7,0.0,87595.0
1956,AR-04,58.81,41.19,0.0,74308.0
1956,AR-05,50.68,49.32,0.0,68855.0
1956,AR-06,54.49,45.51,0.0,70226.0
1956,AZ-01,36.96,63.04,0.0,146150.0
1956,AZ-02,40.96,59.04,0.0,143720.0
1956,CA-01,39.94,60.06,0.0,195467.0
1956,CA-02,47.72,52.28,0.0,155711.0
1956,CA-03,52.75,47.25,0.0,199091.0
1956,CA-04,40.49,59.51,0.0,192882.0
1956,CA-05,58.7,41.3,0.0,142532.0
1956,CA-06,51.0,49.0,0.0,189472.0
1956,CA-07,45.62,54.38,0.0,148635.0
1956,CA-08,48.66,51.34,0.0,218309.0
1956,CA-09,38.88,61.12,0.0,163686.0
1956,CA-10,39.99,60.01,0.0,218321.0
1956,CA-11,47.72,52.28,0.0,136167.0
1956,CA-12,56.24,43.76,0.0,156042.0
1956,CA-13,41.9,58.1,0.0,177913.0
1956,CA-14,48.99,51.01,0.0,153823.0
1956,CA-15,45.14,54.86,0.0,172705.0
1956,CA-16,37.99,62.01,0.0,134725.0
1956,CA-17,47.25,52.75,0.0,246074.0
1956,CA-18,41.63,58.37,0.0,174029.0
1956,CA-19,61.17,38.83,0.0,165284.0
1956,CA-20,28.5,71.5,0.0,121753.0
1956,CA-21,38.98,61.02,0.0,247279.0
1956,CA-22,40.77,59.23,0.0,164312.0
1956,CA-23,53.61,46.39,0.0,182168.0
1956,CA-24,41.86,58.14,0.0,136989.0
1956,CA-25,36.36,63.64,0.0,266261.0
1956,CA-26,61.35,38.65,0.0,200571.0
1956,CA-27,42.95,57.05,0.0,151209.0
1956,CA-28,33.17,66.83,0.0,249058.0
1956,CA-29,38.59,61.41,0.0,109587.0
1956,CA-30,36.28,63.72,0.0,208456.0
1956,CO-01,43.59,56.41,0.0,215214.0
1956,CO-02,36.22,63.78,0.0,208933.0
1956,CO-03,42.23,57.77,0.0,155547.0
1956,CO-04,36.59,63.41,0.0,78782.0
1956,CT-00,36.27,63.73,0.0,1116916.0
1956,CT-01,41.91,58.09,0.0,302817.0
1956,CT-02,37.84,62.16,0.0,168690.0
1956,CT-03,36.81,63.19,0.0,212203.0
1956,CT-04,29.81,70.19,0.0,284731.0
1956,CT-05,34.57,65.43,0.0,148475.0
1956,DE-00,44.75,55.25,0.0,177478.0
1956,FL-01,37.03,62.97,0.0,195338.0
1956,FL-02,49.69,50.31,0.0,111028.0
1956,FL-03,64.09,35.91,0.0,111738.0
1956,FL-04,45.01,54.99,0.0,244161.0
1956,FL-05,34.62,65.38,0.0,164438.0
1956,FL-06,30.33,69.67,0.0,150461.0
1956,FL-07,38.24,61.76,0.0,90399.0
1956,FL-08,60.42,39.58,0.0,56657.0
1956,GA-01,58.36,41.64,0.0,55021.0
1956,GA-02,75.31,24.69,0.0,46382.0
1956,GA-03,72.01,27.99,0.0,58081.0
1956,GA-04,78.64,21.36,0.0,56496.0
1956,GA-05,60.73,39.27,0.0,136320.0
1956,GA-06,73.97,26.03,0.0,51931.0
1956,GA-07,59.97,40.03,0.0,85460.0
1956,GA-08,75.08,24.92,0.0,55597.0
1956,GA-09,63.2,36.8,0.0,59558.0
1956,GA-10,67.97,32.03,0.0,52910.0
1956,IA-01,39.74,60.26,0.0,171994.0
1956,IA-02,38.79,61.21,0.0,196005.0
1956,IA-03,39.53,60.47,0.0,174325.0
1956,IA-04,44.22,55.78,0.0,119249.0
1956,IA-05,43.66,56.34,0.0,174677.0
1956,IA-06,43.7,56.3,0.0,139179.0
1956,IA-07,39.64,60.36,0.0,120861.0
1956,IA-08,37.73,62.27,0.0,134755.0
1956,ID-01,43.27,56.73,0.0,111572.0
1956,ID-02,35.71,64.29,0.0,161275.0
1956,IL-01,63.74,36.26,0.0,107093.0
1956,IL-02,50.08,49.92,0.0,162866.0
1956,IL-03,38.82,61.18,0.0,187669.0
1956,IL-04,35.04,64.96,0.0,267666.0
1956,IL-05,49.05,50.95,0.0,161933.0
1956,IL-06,55.52,44.48,0.0,156676.0
1956,IL-07,65.83,34.17,0.0,136325.0
1956,IL-08,51.5,48.5,0.0,130798.0
1956,IL-09,45.07,54.93,0.0,143641.0
1956,IL-10,29.88,70.12,0.0,213706.0
1956,IL-11,34.61,65.39,0.0,176266.0
1956,IL-12,47.25,52.75,0.0,195411.0
1956,IL-13,26.71,73.29,0.0,330054.0
1956,IL-14,22.71,77.29,0.0,223526.0
1956,IL-15,32.33,67.67,0.0,167817.0
1956,IL-16,31.88,68.12,0.0,173638.0
1956,IL-17,32.97,67.03,0.0,171364.0
1956,IL-18,36.49,63.51,0.0,154648.0
1956,IL-19,40.12,59.88,0.0,157512.0
1956,IL-20,39.3,60.7,0.0,138598.0
1956,IL-21,42.11,57.89,0.0,183075.0
1956,IL-22,38.26,61.74,0.0,157333.0
1956,IL-23,40.48,59.52,0.0,158753.0
1956,IL-24,56.04,43.96,0.0,184133.0
1956,IL-25,44.07,55.93,0.0,158508.0
1956,IN-01,47.81,52.19,0.0,177803.0
1956,IN-02,31.58,68.42,0.0,153906.0
1956,IN-03,41.63,58.37,0.0,207371.0
1956,IN-04,31.95,68.05,0.0,152835.0
1956,IN-05,39.8,60.2,0.0,201447.0
1956,IN-06,40.99,59.01,0.0,156911.0
1956,IN-07,41.1,58.9,0.0,154597.0
1956,IN-08,43.46,56.54,0.0,189794.0
1956,IN-09,40.8,59.2,0.0,134640.0
1956,IN-10,40.17,59.83,0.0,175747.0
1956,IN-11,37.87,62.13,0.0,261668.0
1956,KS-01,30.56,69.44,0.0,136346.0
1956,KS-02,39.07,60.93,0.0,179620.0
1956,KS-03,37.47,62.53,0.0,92022.0
